"","x"
"1",-0.00574456798706372
"2",-0.0178482715153226
"3",0.012687332651675
"4",-0.00602860136349043
"5",0.00108231022685751
"6",-0.00665413102649582
"7",-0.00125862304811813
"8",0.0023755599512053
"9",0.00125906964780828
"10",0.0156277417838535
"11",-0.0159625474653236
"12",0.0149588095498567
"13",0.00622162433290501
"14",-0.00998749629018415
"15",-0.00586797442877472
"16",-0.00763729034370056
"17",0.0251158672445965
"18",0.0234619128161081
"19",-0.007214354591038
"20",-0.0185863701453544
"21",0.0136612616920524
"22",-0.678520592421143
"23",0.678520592421143
"24",-0.00709642835613771
"25",0.00557870545567837
"26",-0.00236305280097204
"27",0.0154096797593737
"28",0.00798597269615723
"29",0.0360572396279522
"30",0.00801244761236638
"31",-0.00602860136349043
"32",0.00297052965003818
"33",0.00557555929344076
"34",-0.015595066233637
"35",0.012687332651675
"36",-0.000769691283115772
"37",-0.0120370604836713
"38",-0.011555779018715
"39",-0.00125862304811813
"40",-0.00665413102649582
"41",0.0023755599512053
"42",0.00108231022685751
"43",0.0225304965500206
"44",-0.00911392486530003
"45",0.0326421218098913
"46",0.00205952098616397
"47",0.00767876826135273
"48",-0.0305859606634664
"49",-0.024331043123913
"50",-0.0217926430475827
"51",-0.0176004746240135
"52",0.0041362354064555
"53",0.222829467616599
"54",-0.222829467616599
"55",0.00712315244927788
"56",-0.174879856959912
"57",-0.000413895068839683
"58",-0.183627485525461
"59",-0.175081243391495
"60",-0.0532997947684509
"61",-0.0671101302240751
"62",-0.096837653858071
"63",0.744126907347027
"64",0.154581010184374
"65",-0.0753821107406284
"66",0.0753821107406283
"67",0.0647007645972748
"68",-0.00901949833030741
"69",-0.00116588075510867
"70",-0.0114295019208491
"71",-0.0765564966819771
"72",0.0334706130909674
"73",0.00199503222253511
"74",-0.00414195456561151
"75",0.000842909040912974
"76",0.00158612185871701
"77",-0.000282108556553497
"78",0.020833552728589
"79",0.110650840740396
"80",-0.100352928239964
"81",-0.0157958977616883
"82",0.0156199747533345
"83",-0.0764644818400583
"84",0.0221497009264239
"85",0.0233592386929673
"86",0.0254680163096241
"87",0.273351257877233
"88",-0.100352928239964
"89",0.0610315323309381
"90",-0.15865483214383
"91",-0.100843046134001
"92",-0.00396893470069288
"93",-0.00135987193000514
"94",-0.00311289731891008
"95",-0.00250408768956941
"96",0.000837359702989369
"97",0.000707912955871625
"98",-0.000274264325727001
"99",-0.00318049282205596
"100",0.0135981646053307
"101",-6.08214917781902e-05
"102",-0.000682066985453187
"103",0.000496983211786241
"104",0.000850748714393017
"105",-0.00135665419939218
"106",-0.00722818613097218
"107",0.00475023333268972
"108",0.00140689440013796
"109",-0.00421123095332411
"110",-0.00554536912563397
"111",0.0029028377643125
"112",0.00757709221161795
"113",-0.000574472266943515
"114",0.000663797221867002
"115",0.000582063361824659
"116",0.000496983211786241
"117",-0.000811720754149287
"118",-0.00103423999558384
"119",0.000428846893585307
"120",0.00762724755762373
"121",0.00746824479976515
"122",0.00476781867941313
"123",-0.000726268745490417
"124",-0.0472813699880394
"125",-0.00075832991691319
"126",0.048765968650443
"127",-0.108836197894242
"128",0.00657597051709391
"129",0.0176273807224581
"130",0.00364358888343879
"131",0.00161617693378904
"132",0.00167564664780293
"133",0.00568056238322127
"134",0.0961843733089183
"135",0.0022835870435835
"136",-0.0165262762088771
"137",-0.00992481233718652
"138",0.0740813463650394
"139",-0.0730386805001287
"140",0.0016007041388477
"141",0.0016007041388477
"142",-0.00514966770484665
"143",-0.00514966770484665
"144",0.0016007041388477
"145",0.0016007041388477
"146",0.0016007041388477
"147",0.0016007041388477
"148",0.0016007041388477
"149",-0.00514966770484665
"150",0.0016007041388477
"151",0.0016007041388477
"152",-0.113431507141196
"153",0.0016007041388477
"154",0.0016007041388477
"155",0.0016007041388477
"156",-0.00514966770484665
"157",0.0032014082776954
"158",-0.00514966770484665
"159",-0.00354896356599895
"160",0.0016007041388477
"161",0.0016007041388477
"162",0.116074877144955
"163",-0.015353252038291
"164",0.0163959179032018
"165",0.0016007041388477
"166",0.0016007041388477
"167",0.0016007041388477
"168",-0.00514966770484665
"169",0.0016007041388477
"170",0.0016007041388477
"171",-0.00514966770484665
"172",0.0016007041388477
"173",0.0016007041388477
"174",0.0016007041388477
"175",-0.00514966770484665
"176",0.0016007041388477
"177",0.0157323291666858
"178",0.0016007041388477
"179",0.0016007041388477
"180",0.0016007041388477
"181",-0.00194825942715126
"182",0.0016007041388477
"183",-0.00514966770484665
"184",0.0016007041388477
"185",-0.00514966770484665
"186",0.0016007041388477
"187",0.0016007041388477
"188",-0.014689663301775
"189",-0.310692644022359
"190",0.0283309216550923
"191",-0.0840919136358117
"192",0.0557609919807194
"193",-0.0145004435463542
"194",-0.00201424649759274
"195",0.00505079514299362
"196",-0.00110074683694787
"197",-0.000594263172277504
"198",0.0131589049101788
"199",-0.0581941898876888
"200",-0.028721222239494
"201",-0.122734110540249
"202",-0.172916319544811
"203",-0.109309564803258
"204",0.123780972606836
"205",0.0527586554806752
"206",-0.136763712395121
"207",0.194723649459271
"208",-0.927808185094137
"209",-0.837193305557603
"210",-0.0016481880543524
"211",-0.0848511364630315
"212",0.00431130932144501
"213",0.0821880151959389
"214",-0.0168363489749271
"215",-0.000676600935703812
"216",0.0175129499106309
"217",-0.00558113968236418
"218",-0.017593353981189
"219",0.00545237731665259
"220",0.0181703820465549
"221",-0.00181048186920034
"222",0.000576314967387837
"223",0.000576314967387837
"224",0.000209586234770158
"225",-0.553421532073671
"226",0.0634871796795999
"227",-0.162229736860121
"228",0.139784361216537
"229",0.279568722433075
"230",-0.0247398225991864
"231",0.107312845084903
"232",0.150237983118864
"233",0.0272485135460363
"234",0.000318848800773713
"235",1.7042298800929e-05
"236",-0.00206136358638748
"237",-0.0135509709270822
"238",-0.0119720701321412
"239",0.288187514504525
"240",-0.384250019339367
"241",0.288187514504525
"242",-0.192125009669684
"243",0.0270038396468596
"244",-0.0270038396468596
"245",-0.0291791573973617
"246",-0.069641566799634
"247",0.281486886082339
"248",-0.0448583502599289
"249",0.142331460840308
"250",-0.280139272465723
"251",0.0125307778857519
"252",-0.012530777885752
"253",-0.0116654870291106
"254",-0.0135266438865569
"255",0.0248732821148937
"256",0.000318848800773713
"257",0.000587927744594016
"258",-0.00208555482666648
"259",-0.00389758403384721
"260",0.00507636231514597
"261",0.000318848800773713
"262",-0.231405323389657
"263",0.0929020373519477
"264",1.02329703307049
"265",-0.0298517247890904
"266",0.11150970799573
"267",-0.0099929140777228
"268",-0.0870736540802783
"269",-0.0187744863877999
"270",-0.00473906786793791
"271",-0.0259191521033687
"272",5.18331246784298
"273",-0.375142729445733
"274",Inf
"275",0.220124331141742
"276",0.0115635535234481
"277",0.0308912388585814
"278",-0.2481361686744
"279",0.0115635535234481
"280",0.00748062229697803
"281",0.0909373592941135
"282",0.0293638414790381
"283",0.0293638414790381
"284",-0.612121533485338
"285",0.0677627111054725
"286",0.0115635535234481
"287",0.0115635535234481
"288",0.0115635535234481
"289",0.0115635535234481
"290",0.0160521006689204
"291",0.0381302068951792
"292",0.145431116617039
"293",0.0115635535234481
"294",0.0190651034475896
"295",0.0686582535429898
"296",0.0160521006689204
"297",0.00223859010782768
"298",-0.028736052468495
"299",0.0264974623606673
"300",0.00128691345727163
"301",0.0280794232893004
"302",-0.0293663367465719
"303",-0.00108497632426231
"304",-0.0223233922731238
"305",0.0234083685973859
"306",0.0538162685051849
"307",-0.0538162685051848
"308",0.000689727087384862
"309",-0.070488294865872
"310",0.0697985677784872
"311",0.000608337344953384
"312",-0.00108497632426231
"313",0.0302398085295982
"314",-0.0297631695502893
"315",1.0714125864026
"316",0.161422262985479
"317",0.0992555476646905
"318",-0.0163964818867959
"319",0.0869311185002137
"320",0.0377703084337645
"321",-0.372717326004243
"322",-0.39618468489974
"323",0.969576685885468
"324",-0.238852753698041
"325",-0.604239823193772
"326",0.0307433023966491
"327",0.393853157596151
"328",-0.437252682954546
"329",0.0246186486995824
"330",0.0439952535591708
"331",-0.117368284604945
"332",0.11596878653954
"333",-0.401423419404803
"334",0.0929619158855915
"335",-0.259793172626864
"336",0.00516123666952566
"337",-0.381209427567497
"338",-0.791973595887374
"339",0.230709856033329
"340",0.308563124153879
"341",0.0773029643250427
"342",0.0297105335755622
"343",0.113069987530546
"344",-0.0730201742279606
"345",0.320717772896845
"346",-0.215258833353538
"347",0.118216693087246
"348",-0.44823338451992
"349",-0.199498380146988
"350",-0.319857964655468
"351",-0.236840890940159
"352",0.206308981166273
"353",-0.988974486241733
"354",0.0943313743109628
"355",-0.519969631830819
"356",-0.00153029672229133
"357",0.0566802195457981
"358",-0.0551499228235067
"359",-0.00888491613374286
"360",0.00888491613374276
"361",-0.009011991529607
"362",0.00901199152960708
"363",-0.0282471522847054
"364",0.0282471522847055
"365",0.00923969842477525
"366",0.000619279512029867
"367",-0.000497885197789277
"368",0.00301872077922904
"369",0.00265716210664456
"370",-0.0109084255994751
"371",-0.00965510612195445
"372",0.00268420262800824
"373",-0.000989639639064745
"374",0.000933663929812506
"375",0.00289832917778426
"376",-0.0154435869518283
"377",0.0556556761793337
"378",0.596557583250768
"379",Inf
"380",-0.75154873457767
"381",0.00105928225794749
"382",-0.0312415609588861
"383",0.0301822787009387
"384",-0.137162094969334
"385",0.137162094969334
"386",-0.0824362485855675
"387",0.0824362485855674
"388",-0.0420904215708721
"389",0.117104276164555
"390",-0.0226095949245538
"391",-0.0587625337595309
"392",0.114975279272908
"393",-0.310168498672703
"394",0.00631355507844368
"395",0.0321912057689833
"396",0.144632932741555
"397",0.205553263677207
"398",0.187601182398096
"399",-0.153985279747732
"400",-0.237975558424146
"401",0.0483252596678135
"402",-0.163824467592624
"403",0.00937936933449688
"404",0.0893019863666764
"405",0.0651431118914507
"406",-0.0300896114832047
"407",0.00124486144593687
"408",0.0319357150078675
"409",-0.00309096497059971
"410",-0.0319743128432617
"411",0.00459984399540309
"412",0.0046376277933809
"413",0.0227368410544777
"414",-0.136672021181411
"415",0.123696747942785
"416",0.00285351937396395
"417",0.000331383672621424
"418",0.00464473666711911
"419",0.00514563352492201
"420",0.209417795890566
"421",0.766264215453134
"422",0.805027562117173
"423",-0.355059050143624
"424",0.264490000038141
"425",-0.0565181307837833
"426",0.000629534823904138
"427",-0.0026023901358479
"428",0.00179071275615896
"429",-0.0049844102486018
"430",0.0460874457437891
"431",0.000582063361824659
"432",0.000629534823904138
"433",0.00756275863708161
"434",0.00135606345248372
"435",-0.00490133726254329
"436",-0.0005632676974601
"437",-0.000318229915538842
"438",0.00034596016983351
"439",0.00467511102806677
"440",-0.00927198101295136
"441",0.000389967560388124
"442",5.08903394999469e-05
"443",-0.00325293270259398
"444",0.000629534823904138
"445",-0.00158271323833647
"446",-0.00192749612716706
"447",0.00112639948489914
"448",0.00034596016983351
"449",0.00972217820537696
"450",0.000608337344953384
"451",0.0124977822595501
"452",0.00159316701523104
"453",-4.48057302792878e-05
"454",-0.00181804763918359
"455",0.000345756122131693
"456",-0.000838282061253531
"457",-0.00217145642892611
"458",-0.000838282061253531
"459",0.000345756122131693
"460",0.000318848800773713
"461",-0.0231215832617874
"462",0.108008949198068
"463",0.261808570628895
"464",-0.304335150026976
"465",-0.415300184747236
"466",Inf
"467",0.354250243281697
"468",-0.710911346732613
"469",-0.0254235991468551
"470",Inf
"471",0.00122424084796417
"472",0.00545351924241061
"473",-0.00984789273426684
"474",-0.00122390774642663
"475",0.0224862015043678
"476",-0.00195621368653798
"477",0.00350462506540332
"478",-0.00661287269495878
"479",-0.0084383952311507
"480",-0.0488227518109451
"481",-0.00120437400694606
"482",0.000794557805018232
"483",0.00353094142650898
"484",-0.00226089551895375
"485",0.0433732175385126
"486",-0.275440671205282
"487",0.0787848314568569
"488",0.206399951077983
"489",0.0802049288932073
"490",-0.341768486884012
"491",0.0787848314568569
"492",-0.25867160808385
"493",0.106599036508055
"494",0.0694081115421986
"495",0.186290963695787
"496",0.0694081115421986
"497",0.0115580686874885
"498",0.000942406529973089
"499",0.0268000691497911
"500",-0.00210104729047322
"501",0.0117383581732035
"502",-0.00612450935890528
"503",-0.0157705920387642
"504",0.000556126579303607
"505",-0.00743990187599593
"506",0.0172623498899806
"507",-0.0198096395548644
"508",0.00581414578833119
"509",0.000419931445976601
"510",-0.0238457661250451
"511",-0.0281868776738727
"512",0.103977754972478
"513",0.00814560539091684
"514",-0.0281868776738727
"515",-0.0281868776738727
"516",0.15126777997993
"517",0.0594979395588767
"518",0.0543667471425743
"519",0.0543667471425743
"520",0.00338817982610833
"521",0.0774798677494886
"522",0.00338817982610833
"523",0.0523358871729291
"524",0.0879470451840744
"525",0.10907481528845
"526",0.00338817982610833
"527",0.0706420703166776
"528",0.065397104232608
"529",-0.887252489304509
"530",0.0671492187162235
"531",-0.00920980815394132
"532",0.0105724263893553
"533",0.00165488114517569
"534",-0.0245790081150881
"535",0.0380735297940282
"536",-0.00768277563481758
"537",0.0123231457120067
"538",0.000523505490896773
"539",0.000190890126022109
"540",-0.02053028165861
"541",-0.00755224425164078
"542",-0.00186833018923012
"543",0.00848090589038739
"544",-0.00255407162187331
"545",0.00215723507732897
"546",0.0211404944619604
"547",0.045205563256603
"548",-0.0898295090698132
"549",-0.00390563082912231
"550",0.045205563256603
"551",0.00222178121498158
"552",0.00222178121498158
"553",0.0102956953548508
"554",0.00444356242996316
"555",0.0102956953548508
"556",-0.0437481375339999
"557",-0.486276399464878
"558",0.0812912294104745
"559",-0.0157795853922505
"560",0.0156061851762877
"561",0.0267668199078792
"562",0.00222178121498158
"563",0.000919151933128713
"564",0.0481420746273779
"565",0.0352261994112056
"566",-0.00944072127364143
"567",0.00222178121498158
"568",0.0284578988127123
"569",0.00222178121498158
"570",0.014739257784814
"571",0.0102956953548508
"572",0.00222178121498158
"573",-0.0437481375339999
"574",0.0102956953548508
"575",0.00222178121498158
"576",0.000919151933128713
"577",0.0156061851762877
"578",0.0352261994112056
"579",0.0481420746273779
"580",0.0125174765698324
"581",0.0893248560467813
"582",0.0300543921813909
"583",0.0370585347584167
"584",0.00813515718815538
"585",0.0045858831053491
"586",0.000580732256644198
"587",0.00820722393117324
"588",0.00259501933552134
"589",0.00874898089974081
"590",0.00302338596158818
"591",-0.0358763826781722
"592",0.0103232441603641
"593",0.140545367955076
"594",-0.0616375782855408
"595",-0.0494966742900996
"596",-0.00792432488812163
"597",-0.00861291691358237
"598",-0.0856528687405304
"599",-0.00397442533472474
"600",0.0664301763371599
"601",-0.0231486115013132
"602",-0.00813863087798601
"603",0.00553565244547971
"604",0.0132405973965896
"605",-0.00533834967688277
"606",-0.00317725611834751
"607",-0.0955143343463863
"608",0.0504659100978662
"609",0.0660750225809802
"610",0.0158692486523585
"611",0.00142802219693666
"612",-0.0919852482062198
"613",0.0746879773569245
"614",0.00795598755022255
"615",-0.00220149367389574
"616",-0.0968772895392025
"617",0.0911227956628756
"618",0.516973115997643
"619",0.0104693482222818
"620",0.106001230454206
"621",0.0941225837448204
"622",0.0206602104926266
"623",-0.0188547554850696
"624",-0.00825166887709794
"625",-0.443276385306322
"626",-0.269379540694162
"627",-1
"628",0.00273675534677855
"629",-0.0388394552919472
"630",0.0361026999451687
"631",0.00339121529915531
"632",0.0191737798107809
"633",-0.0225649951099363
"634",-0.017642198302043
"635",-0.00167381485102662
"636",0.0619883914612818
"637",-0.00291840199605068
"638",0.00115159539067297
"639",-0.00244820519187723
"640",0.00315830605194681
"641",-0.0170582676802583
"642",-0.012499268878567
"643",0.00173536344001369
"644",-0.005511609329549
"645",0.00196043536842883
"646",-0.00403309809047303
"647",0.00197394499373175
"648",-0.0364322486325237
"649",-0.0207993688350566
"650",0.0152718197592051
"651",0.00277754760753757
"652",-0.0446910929722698
"653",0.00371869344904812
"654",-0.0104963757508387
"655",0.00339609538344224
"656",0.0219291522759254
"657",-0.00887932822566453
"658",-0.00975767472895901
"659",-0.00887932822566453
"660",-0.00998079751174136
"661",0.0481415046657157
"662",0.00678750875329558
"663",-0.00860656965594424
"664",0.00196043536842883
"665",-0.000178403082205216
"666",0.00297968022862806
"667",-0.00701216942152912
"668",-0.0182568787668252
"669",0.00639308500366303
"670",0.00329592815076447
"671",0.00277754760753757
"672",0.0173377969605783
"673",-0.005511609329549
"674",0.000687263146429813
"675",0.0054092645896748
"676",-0.00910170631303486
"677",0.0194987867480453
"678",0.0175760865731948
"679",0.00347072688002738
"680",0.000823488781607665
"681",0.00616796713282527
"682",0.0722169462954751
"683",0.0258774203728764
"684",0.174073770833309
"685",-0.447240501829503
"686",-0.0139479667136042
"687",-0.368721898031801
"688",Inf
"689",Inf
"690",-0.0110007318268564
"691",-0.00145833379150337
"692",0.000514197655019503
"693",0.00102839531003901
"694",0.00549079142397936
"695",0.0376304649560882
"696",0.00959248163669347
"697",-0.000324084406234028
"698",-0.00251484618376059
"699",-0.000343550834759408
"700",0.000720149612964668
"701",-0.00294130359359349
"702",-0.00429512708334896
"703",-0.00368466517173536
"704",0.000401904552221455
"705",0.00346008144162278
"706",1.7042298800929e-05
"707",0.000401904552221455
"708",0.000318848800773713
"709",0.00701836787031889
"710",-0.00120437400694606
"711",0.00060200049761012
"712",0.000576314967387837
"713",0.000576314967387837
"714",-0.00452650801612844
"715",0.000318848800773713
"716",-0.0536792740058171
"717",0.000337828526044183
"718",-0.00223226620307368
"719",-0.00171546153304768
"720",-0.00705391280631096
"721",-0.00529245076839784
"722",0.00017588242572041
"723",0.000465199834994094
"724",-0.00156394566692593
"725",0.000418679851494685
"726",-0.000212881825097076
"727",-5.71164447755748e-05
"728",0.00131078116263502
"729",0.00836748420656894
"730",0.000341599233164552
"731",0.00118712948794945
"732",-0.00076705282778606
"733",0.000506483664670367
"734",-0.00120437400694606
"735",0.0119285859258343
"736",0.0116843643162344
"737",0.00034596016983351
"738",0.000334172853997241
"739",0.286292575575337
"740",0.426704822961423
"741",0.280852946359185
"742",0.0178808844674804
"743",0.199536912299816
"744",-0.223744257271262
"745",0.381624429224893
"746",-0.92698180768348
"747",-0.0372456328388267
"748",Inf
"749",-0.292859984473621
"750",-0.0156191682648966
"751",0.000824524764405676
"752",0.000158553075691431
"753",0.0146360904247996
"754",5.31752746463637e-05
"755",-0.00158271323833647
"756",0.0119269808725327
"757",-0.0103974429088428
"758",0.00193678874061407
"759",-0.0189979850799563
"760",0.0170611963393421
"761",-0.00484038462728205
"762",0.00017588242572041
"763",-0.00238093720858142
"764",0.00704543941014313
"765",-0.0284518067919235
"766",0.027075275518967
"767",0.00137653127295656
"768",0.00298340111053122
"769",-0.0388739081567843
